shipment_id,shipment_date,carrier,origin,destination,region,shipping_mode,priority,weight,distance,shipping_cost,promised_delivery_days,actual_delivery_days,delivery_status,is_delayed
SHP100673,2026-01-02,Delhivery,Hyderabad,Lucknow,Central,Air,Standard,10.06,1071,1477.55,4,5,Delivered,0
SHP100674,2026-01-03,BlueDart,Bengaluru,Pune,Central,Sea,High,8.27,2073,1232.34,13,16,Delayed,1
SHP100675,2026-01-03,DHL,Delhi,Kochi,Central,Road,Express,8.65,796,771.63,4,3,Delivered,0
SHP100676,2026-01-04,Delhivery,Bengaluru,Kochi,East,Rail,High,7.47,356,648.27,7,11,Delayed,1
SHP100677,2026-01-04,Delhivery,Kolkata,Thiruvananthapuram,West,Rail,Standard,3.36,231,531.08,7,8,Delivered,0
SHP100678,2026-01-05,UPS,Chennai,Thiruvananthapuram,South,Road,High,3.89,1034,670.79,5,5,Delivered,0
SHP100679,2026-01-05,Delhivery,Chennai,Kochi,South,Road,Express,5.66,1586,1056.98,5,5,Delivered,0
SHP100680,2026-01-06,Delhivery,Bengaluru,Lucknow,East,Road,Standard,6.96,338,468.63,5,7,Delivered,0
SHP100681,2026-01-06,Delhivery,Chennai,Thiruvananthapuram,Central,Road,High,10.46,2451,1579.25,7,14,Delayed,1
SHP100682,2026-01-07,Delhivery,Kolkata,Thiruvananthapuram,North,Road,Standard,21.11,948,1199.21,5,5,Delivered,0
SHP100683,2026-01-08,FedEx,Hyderabad,Ahmedabad,East,Rail,High,7.9,1271,1051.43,7,7,Delivered,0
SHP100684,2026-01-08,FedEx,Delhi,Ahmedabad,East,Road,High,10.34,767,826.01,5,10,Delayed,1
SHP100685,2026-01-09,UPS,Mumbai,Thiruvananthapuram,West,Rail,Express,11.92,389,728.07,5,5,Delivered,0
SHP100686,2026-01-09,DHL,Kolkata,Pune,South,Road,Standard,10.82,1582,1304.86,6,6,Delivered,0
SHP100687,2026-01-10,Delhivery,Kolkata,Lucknow,East,Road,Standard,3.26,552,464.85,6,6,Delivered,0
SHP100688,2026-01-10,DHL,Mumbai,Jaipur,East,Road,Standard,15.59,893,1101.88,5,6,Delivered,0
SHP100689,2026-01-11,DHL,Mumbai,Thiruvananthapuram,Central,Road,Standard,14.08,925,974.72,4,4,Delivered,0
SHP100690,2026-01-11,UPS,Delhi,Ahmedabad,Central,Road,Express,7.4,1244,1023.02,6,7,Delivered,0
SHP100691,2026-01-12,Delhivery,Delhi,Lucknow,North,Air,Express,3.42,746,1177.83,3,4,Delivered,0
SHP100692,2026-01-12,Delhivery,Delhi,Lucknow,West,Road,High,6.88,2389,1385.14,6,7,Delivered,0
SHP100693,2026-01-13,BlueDart,Chennai,Ahmedabad,North,Air,Standard,1.75,1888,1325.37,4,4,Delivered,0
SHP100694,2026-01-14,DHL,Kolkata,Lucknow,Central,Road,Express,16.88,1523,1311.65,6,7,Delivered,0
SHP100695,2026-01-14,DHL,Hyderabad,Lucknow,South,Road,High,4.17,1847,1259.46,6,9,Delayed,1
SHP100696,2026-01-15,FedEx,Mumbai,Ahmedabad,Central,Road,Express,5.45,1344,877.43,6,7,Delivered,0
SHP100697,2026-01-15,BlueDart,Kolkata,Kochi,West,Sea,Standard,16.14,434,922.73,12,14,Delivered,0
SHP100698,2026-01-16,FedEx,Kolkata,Thiruvananthapuram,Central,Road,Standard,14.94,1952,1435.48,5,9,Delayed,1
SHP100699,2026-01-16,FedEx,Delhi,Pune,West,Road,Standard,8.49,2104,1291.19,7,8,Delivered,0
SHP100700,2026-01-17,FedEx,Delhi,Jaipur,West,Road,Express,18.48,259,934.68,5,5,Delivered,0
SHP100701,2026-01-17,UPS,Kolkata,Pune,West,Road,Express,3.17,145,388.49,5,5,Delivered,0
SHP100702,2026-01-18,UPS,Delhi,Kochi,West,Air,High,8.49,899,1338.91,4,4,Delivered,0
SHP100703,2026-01-18,FedEx,Chennai,Kochi,West,Air,Standard,3.2,1451,1342.16,4,5,Delivered,0
SHP100704,2026-01-19,BlueDart,Mumbai,Lucknow,South,Road,Standard,13.54,250,790.69,5,9,Delayed,1
SHP100705,2026-01-20,DHL,Kolkata,Pune,North,Road,Express,13.24,1470,1288.39,5,5,Delivered,0
SHP100706,2026-01-20,BlueDart,Mumbai,Kochi,East,Air,Express,19.29,1210,1835.91,3,3,Delivered,0
SHP100707,2026-01-21,Delhivery,Chennai,Pune,North,Air,High,6.73,914,1185.59,4,4,Delivered,0
SHP100708,2026-01-21,UPS,Delhi,Kochi,West,Air,Express,22.65,306,1555.67,2,2,Delivered,0
SHP100709,2026-01-22,DHL,Bengaluru,Jaipur,South,Sea,Standard,2.98,521,377.69,11,12,Delivered,0
SHP100710,2026-01-22,DHL,Chennai,Kochi,Central,Road,Express,6.48,807,715.3,5,5,Delivered,0
SHP100711,2026-01-23,Delhivery,Bengaluru,Pune,South,Road,Express,3.07,1684,973.09,5,4,Delivered,0
SHP100712,2026-01-23,Delhivery,Mumbai,Lucknow,West,Air,Standard,7.72,2211,1735.79,4,5,Delivered,0
SHP100713,2026-01-24,FedEx,Kolkata,Pune,South,Road,Standard,3.29,1116,632.51,6,7,Delivered,0
SHP100714,2026-01-24,UPS,Delhi,Ahmedabad,South,Air,Standard,13.56,1912,1952.62,4,5,Delivered,0
SHP100715,2026-01-25,UPS,Chennai,Pune,West,Air,Standard,9.28,1928,1687.56,3,5,Delivered,0
SHP100716,2026-01-26,BlueDart,Delhi,Jaipur,South,Road,Express,2.78,572,490.32,6,5,Delivered,0
SHP100717,2026-01-26,FedEx,Bengaluru,Thiruvananthapuram,East,Air,Standard,11.59,1628,1633.49,4,5,Delivered,0
SHP100718,2026-01-27,FedEx,Bengaluru,Jaipur,East,Air,Standard,17.67,1223,1691.13,4,4,Delivered,0
SHP100719,2026-01-27,FedEx,Hyderabad,Jaipur,South,Air,Standard,9.88,1049,1351.33,3,6,Delayed,1
SHP100720,2026-01-28,FedEx,Kolkata,Kochi,Central,Air,Standard,2.14,2480,1829.62,5,5,Delivered,0
SHP100721,2026-01-28,UPS,Bengaluru,Jaipur,West,Air,Standard,6.05,2167,1692.4,5,9,Delayed,1
SHP100722,2026-01-29,UPS,Kolkata,Pune,East,Road,Express,10.72,719,945.04,5,6,Delivered,0
SHP100723,2026-01-29,FedEx,Hyderabad,Thiruvananthapuram,Central,Rail,Standard,5.64,252,546.07,8,11,Delayed,1
SHP100724,2026-01-30,BlueDart,Chennai,Lucknow,South,Road,Standard,2.95,1650,934.19,6,6,Delivered,0
SHP100725,2026-01-30,DHL,Hyderabad,Jaipur,Central,Road,Standard,14.56,338,810.27,4,8,Delayed,1
SHP100726,2026-01-31,DHL,Kolkata,Pune,North,Air,Standard,5.47,596,1091.71,4,4,Delivered,0
SHP100727,2026-02-01,BlueDart,Bengaluru,Kochi,East,Sea,Standard,17.67,602,977.19,11,16,Delayed,1
SHP100728,2026-02-01,FedEx,Mumbai,Kochi,South,Road,Standard,4.55,1997,1230.17,7,13,Delayed,1
SHP100729,2026-02-02,UPS,Kolkata,Lucknow,West,Air,High,5.23,2244,1752.9,4,5,Delivered,0
SHP100730,2026-02-02,DHL,Delhi,Lucknow,South,Road,Express,4.29,2311,1221.09,6,7,Delivered,0
SHP100731,2026-02-03,Delhivery,Mumbai,Pune,West,Air,Standard,5.97,2009,1709.68,4,4,Delivered,0
SHP100732,2026-02-03,Delhivery,Kolkata,Lucknow,South,Road,Standard,9.18,1219,969.18,6,10,Delayed,1
SHP100733,2026-02-04,BlueDart,Delhi,Lucknow,Central,Road,High,3.08,2289,1044.7,6,6,Delivered,0
SHP100734,2026-02-04,FedEx,Hyderabad,Kochi,Central,Rail,Express,2.62,918,676.72,7,6,Delivered,0
SHP100735,2026-02-05,DHL,Mumbai,Pune,Central,Road,Standard,1.53,1169,668.55,6,6,Delivered,0
SHP100736,2026-02-05,FedEx,Kolkata,Thiruvananthapuram,North,Road,Express,1.36,1173,684.09,5,7,Delivered,0
SHP100737,2026-02-06,DHL,Chennai,Lucknow,West,Sea,Express,2.16,2049,1030.12,12,15,Delayed,1
SHP100738,2026-02-07,BlueDart,Hyderabad,Pune,Central,Air,Express,4.53,1654,1360.88,4,5,Delivered,0
SHP100739,2026-02-07,BlueDart,Delhi,Jaipur,North,Air,Standard,7.62,1660,1580.77,4,4,Delivered,0
SHP100740,2026-02-08,Delhivery,Chennai,Kochi,West,Road,Standard,8.84,2453,1470.97,7,12,Delayed,1
SHP100741,2026-02-08,FedEx,Bengaluru,Thiruvananthapuram,South,Road,Standard,7.38,1194,856.23,6,7,Delivered,0
SHP100742,2026-02-09,Delhivery,Hyderabad,Kochi,North,Road,High,16.42,829,1056.86,5,5,Delivered,0
SHP100743,2026-02-09,FedEx,Hyderabad,Kochi,East,Sea,Express,19.75,1173,1106.35,11,11,Delivered,0
SHP100744,2026-02-10,Delhivery,Kolkata,Ahmedabad,North,Road,Standard,5.48,1269,893.63,5,6,Delivered,0
SHP100745,2026-02-10,UPS,Kolkata,Pune,North,Road,High,3.12,2341,1296.0,6,7,Delivered,0
SHP100746,2026-02-11,UPS,Delhi,Jaipur,West,Road,High,23.52,1955,1775.11,5,12,Delayed,1
SHP100747,2026-02-11,UPS,Hyderabad,Lucknow,South,Rail,High,14.24,1867,1475.04,8,8,Delivered,0
SHP100748,2026-02-12,UPS,Kolkata,Jaipur,East,Sea,Express,13.58,2496,1664.45,12,12,Delivered,0
SHP100749,2026-02-13,DHL,Bengaluru,Pune,Central,Rail,High,4.39,1687,1023.33,8,9,Delivered,0
SHP100750,2026-02-13,UPS,Kolkata,Kochi,Central,Air,Standard,11.78,128,1137.4,3,3,Delivered,0
SHP100751,2026-02-14,BlueDart,Hyderabad,Ahmedabad,North,Road,Express,7.42,1155,896.58,4,4,Delivered,0
SHP100752,2026-02-14,BlueDart,Mumbai,Pune,West,Air,Express,6.39,1392,1370.16,2,2,Delivered,0
SHP100753,2026-02-15,DHL,Chennai,Thiruvananthapuram,West,Air,Standard,6.38,1729,1532.85,3,4,Delivered,0
SHP100754,2026-02-15,UPS,Hyderabad,Thiruvananthapuram,Central,Air,Standard,9.46,2260,1900.61,5,5,Delivered,0
SHP100755,2026-02-16,UPS,Bengaluru,Pune,East,Road,High,16.75,1269,1324.94,6,7,Delivered,0
SHP100756,2026-02-16,UPS,Hyderabad,Lucknow,South,Road,Standard,24.73,1477,1591.8,5,6,Delivered,0
SHP100757,2026-02-17,Delhivery,Bengaluru,Jaipur,East,Air,Express,4.98,2500,1792.2,5,5,Delivered,0
SHP100758,2026-02-17,FedEx,Hyderabad,Jaipur,South,Road,Standard,7.71,1908,1329.18,6,6,Delivered,0
SHP100759,2026-02-18,Delhivery,Chennai,Lucknow,Central,Road,Standard,6.27,558,514.56,5,4,Delivered,0
SHP100760,2026-02-19,FedEx,Chennai,Ahmedabad,South,Road,Standard,9.05,911,805.52,5,5,Delivered,0
SHP100761,2026-02-19,UPS,Bengaluru,Kochi,West,Air,Standard,5.73,1694,1587.33,3,4,Delivered,0
SHP100762,2026-02-20,UPS,Hyderabad,Kochi,North,Road,Express,4.01,761,751.59,5,12,Delayed,1
SHP100763,2026-02-20,Delhivery,Chennai,Thiruvananthapuram,North,Rail,Standard,4.99,1403,962.59,8,8,Delivered,0
SHP100764,2026-02-21,Delhivery,Delhi,Ahmedabad,Central,Air,Standard,4.44,161,857.19,3,3,Delivered,0
SHP100765,2026-02-21,FedEx,Hyderabad,Lucknow,West,Air,Standard,6.06,166,873.28,3,3,Delivered,0
SHP100766,2026-02-22,BlueDart,Chennai,Pune,East,Road,Standard,2.3,2352,1279.8,7,7,Delivered,0
SHP100767,2026-02-22,FedEx,Mumbai,Jaipur,West,Sea,Standard,4.5,2143,1153.12,11,12,Delivered,0
SHP100768,2026-02-23,Delhivery,Mumbai,Pune,North,Road,Express,8.99,901,793.28,7,6,Delivered,0
SHP100769,2026-02-23,Delhivery,Delhi,Jaipur,North,Road,Standard,8.94,242,546.09,5,5,Delivered,0
SHP100770,2026-02-24,DHL,Chennai,Pune,West,Road,Standard,8.02,2477,1416.26,7,6,Delivered,0
SHP100771,2026-02-25,Delhivery,Mumbai,Lucknow,West,Road,Standard,15.84,2012,1532.87,6,6,Delivered,0
SHP100772,2026-02-25,DHL,Hyderabad,Lucknow,North,Air,Standard,9.23,1930,1747.29,5,6,Delivered,0
SHP100773,2026-02-26,BlueDart,Kolkata,Ahmedabad,East,Road,Standard,15.52,1940,1605.85,5,11,Delayed,1
SHP100774,2026-02-26,FedEx,Chennai,Pune,Central,Sea,Standard,24.74,1195,1351.76,11,11,Delivered,0
SHP100775,2026-02-27,FedEx,Delhi,Pune,Central,Road,Express,11.97,2308,1519.75,5,6,Delivered,0
SHP100776,2026-02-27,DHL,Chennai,Ahmedabad,West,Rail,High,2.31,1962,1166.1,9,9,Delivered,0
SHP100777,2026-02-28,FedEx,Bengaluru,Ahmedabad,Central,Road,Express,8.24,1002,990.88,5,6,Delivered,0
SHP100778,2026-02-28,Delhivery,Bengaluru,Lucknow,North,Air,Standard,7.43,2255,1848.09,5,5,Delivered,0
SHP100779,2026-03-01,UPS,Mumbai,Lucknow,North,Sea,Standard,17.65,1529,1289.23,12,12,Delivered,0
SHP100780,2026-03-01,DHL,Bengaluru,Thiruvananthapuram,West,Air,Standard,6.21,1662,1493.65,4,4,Delivered,0
SHP100781,2026-03-02,FedEx,Delhi,Pune,West,Road,Express,3.59,644,436.35,6,6,Delivered,0
SHP100782,2026-03-03,DHL,Mumbai,Lucknow,West,Air,High,4.71,550,946.78,4,4,Delivered,0
SHP100783,2026-03-03,DHL,Delhi,Lucknow,East,Air,Standard,2.38,1067,1161.41,3,2,Delivered,0
SHP100784,2026-03-04,UPS,Hyderabad,Pune,Central,Road,Standard,0.35,2014,1024.41,7,6,Delivered,0
SHP100785,2026-03-04,Delhivery,Delhi,Ahmedabad,West,Air,Express,22.29,303,1514.18,2,3,Delivered,0
SHP100786,2026-03-05,DHL,Bengaluru,Pune,South,Road,Express,6.82,2281,1342.6,6,7,Delayed,1
SHP100787,2026-03-05,FedEx,Hyderabad,Kochi,South,Road,Express,2.58,430,392.34,6,6,Delivered,0
SHP100788,2026-03-06,BlueDart,Bengaluru,Pune,North,Air,Express,18.66,2008,2094.37,4,11,Delayed,1
SHP100789,2026-03-06,DHL,Delhi,Kochi,Central,Air,High,20.65,428,1645.93,2,2,Delivered,0
SHP100790,2026-03-07,DHL,Bengaluru,Pune,West,Road,Standard,7.61,261,510.93,6,7,Delivered,0
SHP100791,2026-03-07,UPS,Bengaluru,Kochi,South,Road,High,2.2,716,560.84,5,12,Delayed,1
SHP100792,2026-03-08,Delhivery,Bengaluru,Kochi,Central,Road,High,4.79,1097,853.3,6,6,Delivered,0
SHP100793,2026-03-09,BlueDart,Chennai,Pune,North,Road,Express,5.74,2306,1292.19,6,6,Delivered,0
SHP100794,2026-03-09,FedEx,Hyderabad,Thiruvananthapuram,East,Rail,Standard,6.99,851,850.19,7,8,Delivered,0
SHP100795,2026-03-10,BlueDart,Hyderabad,Lucknow,Central,Road,Standard,2.86,1095,620.89,6,6,Delivered,0
SHP100796,2026-03-10,FedEx,Hyderabad,Jaipur,Central,Road,Standard,12.61,2191,1475.2,6,5,Delivered,0
SHP100797,2026-03-11,Delhivery,Delhi,Lucknow,East,Road,Standard,0.95,108,233.97,4,3,Delivered,0
SHP100798,2026-03-11,FedEx,Kolkata,Kochi,Central,Air,Express,13.95,2499,2136.56,4,5,Delivered,0
SHP100799,2026-03-12,UPS,Delhi,Pune,North,Road,Standard,15.86,2224,1483.6,6,7,Delivered,0
SHP100800,2026-03-12,UPS,Hyderabad,Pune,North,Rail,Standard,5.15,1973,1268.15,9,10,Delayed,1
SHP100801,2026-03-13,UPS,Mumbai,Pune,East,Road,Express,6.43,1545,1063.66,5,6,Delivered,0
SHP100802,2026-03-13,UPS,Bengaluru,Pune,West,Rail,Standard,17.12,1306,1354.96,9,10,Delivered,0
SHP100803,2026-03-14,BlueDart,Bengaluru,Thiruvananthapuram,South,Rail,Standard,10.46,2148,1529.79,7,7,Delivered,0
SHP100804,2026-03-15,Delhivery,Kolkata,Jaipur,West,Rail,Standard,5.29,1205,803.54,7,7,Delivered,0
SHP100805,2026-03-15,FedEx,Mumbai,Ahmedabad,Central,Sea,Express,5.76,145,170.62,10,11,Delivered,0
SHP100806,2026-03-16,FedEx,Chennai,Kochi,South,Road,Standard,9.5,1214,1074.13,5,10,Delayed,1
SHP100807,2026-03-16,UPS,Delhi,Jaipur,East,Road,Express,21.04,417,1008.37,6,6,Delivered,0
SHP100808,2026-03-17,UPS,Chennai,Lucknow,East,Road,Standard,5.9,2250,1234.48,6,7,Delivered,0
SHP100809,2026-03-17,DHL,Mumbai,Ahmedabad,South,Road,High,5.17,1808,1145.14,6,8,Delivered,0
SHP100810,2026-03-18,Delhivery,Kolkata,Ahmedabad,North,Road,Standard,6.95,526,795.77,5,7,Delivered,0
SHP100811,2026-03-18,BlueDart,Mumbai,Pune,South,Road,Standard,6.98,360,546.94,5,5,Delivered,0
SHP100812,2026-03-19,FedEx,Kolkata,Jaipur,Central,Road,Standard,8.4,675,798.88,5,5,Delivered,0
SHP100813,2026-03-19,DHL,Chennai,Lucknow,North,Road,Standard,6.45,2066,1184.99,6,7,Delivered,0
SHP100814,2026-03-20,DHL,Chennai,Pune,East,Air,Standard,14.48,1154,1459.97,3,5,Delivered,0
SHP100815,2026-03-21,FedEx,Mumbai,Pune,South,Road,Standard,3.37,289,473.2,5,6,Delivered,0
SHP100816,2026-03-21,BlueDart,Mumbai,Thiruvananthapuram,West,Air,Standard,9.04,205,1043.61,2,2,Delivered,0
SHP100817,2026-03-22,DHL,Bengaluru,Kochi,West,Rail,Standard,9.28,571,684.18,7,6,Delivered,0
SHP100818,2026-03-22,DHL,Kolkata,Ahmedabad,Central,Road,Standard,3.62,1049,855.86,4,4,Delivered,0
SHP100819,2026-03-23,Delhivery,Bengaluru,Lucknow,West,Air,Standard,8.98,660,1071.05,3,3,Delivered,0
SHP100820,2026-03-23,BlueDart,Delhi,Ahmedabad,South,Air,Express,9.44,2385,1847.68,5,6,Delivered,0
SHP100821,2026-03-24,DHL,Delhi,Jaipur,South,Road,High,0.59,1291,703.1,5,9,Delayed,1
SHP100822,2026-03-24,BlueDart,Mumbai,Kochi,West,Road,Standard,3.12,309,384.67,4,6,Delayed,1
SHP100823,2026-03-25,FedEx,Chennai,Pune,South,Road,Standard,18.03,268,972.09,4,4,Delivered,0
SHP100824,2026-03-25,UPS,Delhi,Kochi,Central,Air,High,4.33,2137,1669.54,4,4,Delivered,0
SHP100825,2026-03-26,DHL,Delhi,Pune,North,Road,Standard,2.57,581,492.75,5,7,Delivered,0
SHP100826,2026-03-27,Delhivery,Bengaluru,Kochi,Central,Road,High,1.31,2212,1062.06,7,8,Delivered,0
SHP100827,2026-03-27,FedEx,Bengaluru,Pune,Central,Road,Standard,2.89,128,402.3,4,5,Delivered,0
SHP100828,2026-03-28,BlueDart,Delhi,Ahmedabad,South,Road,Express,6.25,768,623.0,5,5,Delivered,0
SHP100829,2026-03-28,FedEx,Mumbai,Ahmedabad,North,Road,Standard,2.42,466,363.94,5,6,Delivered,0
SHP100830,2026-03-29,DHL,Bengaluru,Ahmedabad,South,Air,High,10.55,1049,1380.16,3,8,Delayed,1
SHP100831,2026-03-29,BlueDart,Delhi,Ahmedabad,East,Sea,Standard,3.57,1085,681.36,11,12,Delivered,0
SHP100832,2026-03-30,UPS,Chennai,Kochi,South,Road,Express,8.45,2345,1384.89,7,8,Delivered,0
SHP100833,2026-03-30,FedEx,Bengaluru,Pune,South,Road,Standard,16.42,1804,1512.61,7,7,Delivered,0
SHP100834,2026-03-31,DHL,Delhi,Ahmedabad,South,Air,Standard,15.77,2084,1990.11,4,4,Delivered,0
SHP100835,2026-03-31,Delhivery,Kolkata,Kochi,North,Road,Express,8.35,2382,1521.33,6,5,Delivered,0
SHP100836,2026-04-01,BlueDart,Bengaluru,Pune,South,Air,Standard,2.73,2363,1745.18,5,6,Delivered,0
SHP100837,2026-04-02,FedEx,Kolkata,Kochi,North,Road,High,6.56,1687,1223.86,5,11,Delayed,1
SHP100838,2026-04-02,FedEx,Bengaluru,Thiruvananthapuram,West,Sea,Standard,8.54,1869,1127.3,12,13,Delivered,0
SHP100839,2026-04-03,UPS,Bengaluru,Ahmedabad,East,Road,Express,27.61,350,1269.6,5,4,Delivered,0
SHP100840,2026-04-03,UPS,Hyderabad,Jaipur,North,Air,Standard,1.29,202,631.04,3,4,Delivered,0
SHP100841,2026-04-04,Delhivery,Hyderabad,Kochi,West,Air,High,6.58,1360,1614.18,3,4,Delivered,0
SHP100842,2026-04-04,Delhivery,Kolkata,Ahmedabad,North,Road,High,10.3,1524,1205.26,6,7,Delivered,0
SHP100843,2026-04-05,DHL,Mumbai,Lucknow,North,Air,Standard,7.34,338,986.1,1,1,Delivered,0
SHP100844,2026-04-05,DHL,Delhi,Pune,East,Air,High,7.91,1027,1296.32,4,5,Delivered,0
SHP100845,2026-04-06,Delhivery,Mumbai,Thiruvananthapuram,Central,Rail,Express,3.74,2174,1195.47,8,9,Delivered,0
SHP100846,2026-04-06,Delhivery,Mumbai,Ahmedabad,Central,Road,Standard,12.47,942,1103.48,6,6,Delivered,0
SHP100847,2026-04-07,BlueDart,Hyderabad,Lucknow,North,Air,Express,6.98,604,1169.94,3,4,Delivered,0
SHP100848,2026-04-08,UPS,Delhi,Kochi,South,Sea,Standard,7.89,967,727.59,12,19,Delayed,1
SHP100849,2026-04-08,DHL,Hyderabad,Kochi,West,Air,Express,13.33,287,1090.38,3,3,Delivered,0
SHP100850,2026-04-09,UPS,Hyderabad,Lucknow,South,Sea,Standard,5.41,228,452.61,10,11,Delayed,1
SHP100851,2026-04-09,UPS,Hyderabad,Thiruvananthapuram,South,Road,Standard,15.23,517,943.2,4,4,Delivered,0
SHP100852,2026-04-10,Delhivery,Chennai,Lucknow,North,Rail,Standard,2.35,2282,1263.09,8,9,Delivered,0
SHP100853,2026-04-10,BlueDart,Mumbai,Pune,North,Road,Standard,8.2,1801,1192.96,5,4,Delivered,0
SHP100854,2026-04-11,FedEx,Mumbai,Kochi,North,Rail,Express,3.56,437,456.49,6,6,Delivered,0
SHP100855,2026-04-11,BlueDart,Mumbai,Lucknow,North,Sea,High,2.85,1320,863.57,11,10,Delivered,0
SHP100856,2026-04-12,BlueDart,Chennai,Jaipur,Central,Air,Standard,20.89,2010,2267.16,4,8,Delayed,1
SHP100857,2026-04-12,UPS,Bengaluru,Jaipur,North,Sea,Standard,2.46,535,448.23,10,11,Delivered,0
SHP100858,2026-04-13,BlueDart,Kolkata,Lucknow,Central,Road,Express,7.08,1712,1193.49,6,5,Delivered,0
SHP100859,2026-04-14,DHL,Kolkata,Pune,Central,Road,Standard,2.29,708,567.17,5,5,Delivered,0
SHP100860,2026-04-14,UPS,Chennai,Kochi,North,Road,Standard,14.63,565,789.56,4,4,Delivered,0
SHP100861,2026-04-15,DHL,Mumbai,Jaipur,East,Road,Standard,5.02,279,389.24,4,4,Delivered,0
SHP100862,2026-04-15,FedEx,Kolkata,Lucknow,West,Air,Standard,13.29,450,1324.51,3,2,Delivered,0
SHP100863,2026-04-16,UPS,Chennai,Lucknow,South,Road,Standard,10.07,1093,1050.46,6,6,Delivered,0
SHP100864,2026-04-16,FedEx,Hyderabad,Ahmedabad,Central,Road,Express,25.1,2062,1923.03,5,5,Delivered,0
SHP100865,2026-04-17,UPS,Delhi,Lucknow,West,Rail,Standard,1.91,1551,916.76,7,7,Delivered,0
SHP100866,2026-04-17,Delhivery,Kolkata,Pune,East,Rail,Express,3.1,327,492.93,7,8,Delivered,0
SHP100867,2026-04-18,BlueDart,Delhi,Jaipur,South,Road,Standard,12.83,867,950.63,5,5,Delivered,0
SHP100868,2026-04-18,Delhivery,Mumbai,Ahmedabad,South,Road,Standard,8.48,2391,1499.08,6,7,Delivered,0
SHP100869,2026-04-19,FedEx,Kolkata,Jaipur,Central,Air,Express,5.7,2158,1704.43,5,6,Delayed,1
SHP100870,2026-04-20,BlueDart,Chennai,Jaipur,North,Air,Standard,22.25,1601,1940.45,4,3,Delivered,0
SHP100871,2026-04-20,UPS,Bengaluru,Pune,East,Air,Standard,6.74,1352,1474.04,3,4,Delivered,0
SHP100872,2026-04-21,BlueDart,Kolkata,Lucknow,Central,Road,Express,3.67,684,673.98,5,5,Delivered,0
SHP100873,2026-04-21,DHL,Kolkata,Pune,East,Air,Standard,13.39,1769,1974.64,5,4,Delivered,0
SHP100874,2026-04-22,BlueDart,Kolkata,Lucknow,North,Sea,Express,6.9,1497,968.02,12,20,Delayed,1
SHP100875,2026-04-22,DHL,Kolkata,Ahmedabad,North,Road,Standard,7.28,1900,1137.61,6,6,Delivered,0
SHP100876,2026-04-23,BlueDart,Chennai,Pune,Central,Road,Express,10.64,581,741.51,5,11,Delayed,1
SHP100877,2026-04-23,DHL,Chennai,Pune,North,Road,Standard,10.91,628,783.37,5,7,Delayed,1
SHP100878,2026-04-24,FedEx,Bengaluru,Thiruvananthapuram,West,Air,Standard,3.06,1445,1345.21,4,5,Delivered,0
SHP100879,2026-04-24,Delhivery,Chennai,Kochi,South,Road,High,5.47,918,773.56,5,6,Delivered,0
SHP100880,2026-04-25,UPS,Chennai,Pune,Central,Road,Express,2.12,1510,907.45,6,6,Delivered,0
SHP100881,2026-04-26,BlueDart,Mumbai,Thiruvananthapuram,East,Road,Standard,8.56,1528,1150.08,6,6,Delivered,0
SHP100882,2026-04-26,Delhivery,Mumbai,Kochi,West,Road,Standard,20.66,927,1244.28,5,5,Delivered,0
SHP100883,2026-04-27,UPS,Delhi,Lucknow,Central,Sea,Standard,3.17,693,336.73,10,9,Delivered,0
SHP100884,2026-04-27,UPS,Bengaluru,Lucknow,North,Rail,Express,1.78,491,459.08,7,8,Delivered,0
SHP100885,2026-04-28,DHL,Mumbai,Lucknow,North,Road,Express,4.15,757,636.81,5,5,Delivered,0
SHP100886,2026-04-28,FedEx,Bengaluru,Thiruvananthapuram,North,Road,Express,5.67,238,499.92,4,3,Delivered,0
SHP100887,2026-04-29,FedEx,Bengaluru,Thiruvananthapuram,North,Road,Standard,10.98,2141,1405.28,7,13,Delayed,1
SHP100888,2026-04-29,Delhivery,Kolkata,Kochi,East,Air,Express,5.24,452,1003.17,3,3,Delivered,0
SHP100889,2026-04-30,FedEx,Hyderabad,Lucknow,West,Road,Standard,8.67,2352,1484.22,6,8,Delayed,1
SHP100890,2026-04-30,BlueDart,Hyderabad,Jaipur,South,Air,Standard,4.63,1176,1260.88,5,4,Delivered,0
SHP100891,2026-05-01,FedEx,Hyderabad,Pune,East,Road,Standard,5.9,682,702.55,4,4,Delivered,0
SHP100892,2026-05-02,Delhivery,Bengaluru,Thiruvananthapuram,East,Road,High,3.57,295,423.05,5,5,Delivered,0
SHP100893,2026-05-02,FedEx,Kolkata,Thiruvananthapuram,South,Air,Express,2.72,2076,1599.93,3,3,Delivered,0
SHP100894,2026-05-03,BlueDart,Delhi,Thiruvananthapuram,South,Sea,Standard,11.24,1644,945.57,12,11,Delivered,0
SHP100895,2026-05-03,DHL,Delhi,Kochi,North,Sea,Express,4.88,1920,982.49,11,11,Delivered,0
SHP100896,2026-05-04,Delhivery,Hyderabad,Lucknow,East,Road,High,9.1,2042,1248.96,6,14,Delayed,1
SHP100897,2026-05-04,DHL,Delhi,Jaipur,Central,Road,Standard,3.53,806,646.62,5,5,Delivered,0
SHP100898,2026-05-05,DHL,Kolkata,Pune,South,Rail,Standard,6.77,1324,1041.74,8,7,Delivered,0
SHP100899,2026-05-05,DHL,Hyderabad,Pune,South,Air,High,0.97,1145,1133.65,3,2,Delivered,0
